sentence,aspect_term,sentiment,source_file
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",fish,positive,Restaurants_Train_v2.xml
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",service,positive,Restaurants_Train_v2.xml
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",ambiance,positive,Restaurants_Train_v2.xml
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",location,positive,Restaurants_Train_v2.xml
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,positive,Restaurants_Train_v2.xml
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,positive,Restaurants_Train_v2.xml
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",ambience,positive,Restaurants_Train_v2.xml
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,positive,Restaurants_Train_v2.xml
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,neutral,Restaurants_Train_v2.xml
"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",dumplings,positive,Restaurants_Train_v2.xml
"Always a nice crowd, but never loud.",crowd,positive,Restaurants_Train_v2.xml
"My turkey burger was not cooked at all, my friends salmon was completely raw.",turkey burger,negative,Restaurants_Train_v2.xml
"My turkey burger was not cooked at all, my friends salmon was completely raw.",salmon,negative,Restaurants_Train_v2.xml
"The service is spotty, sometimes really friendly and sometimes barely there.",service,conflict,Restaurants_Train_v2.xml
Decor is minimalist and clean - nothing to distract or commend.,Decor,neutral,Restaurants_Train_v2.xml
"His drinks are very inventive, delicious and classy.",drinks,positive,Restaurants_Train_v2.xml
"Great food, great prices, great service.",food,positive,Restaurants_Train_v2.xml
"Great food, great prices, great service.",prices,positive,Restaurants_Train_v2.xml
"Great food, great prices, great service.",service,positive,Restaurants_Train_v2.xml
This isn't your corner Chinese food takeout.,Chinese food,neutral,Restaurants_Train_v2.xml
Awsome Pizza especially the Margheritta slice.,Pizza,positive,Restaurants_Train_v2.xml
Awsome Pizza especially the Margheritta slice.,Margheritta,positive,Restaurants_Train_v2.xml
"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",place,positive,Restaurants_Train_v2.xml
"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",Thai food,positive,Restaurants_Train_v2.xml
"Try ordering from the regular menu, then you would not regret!",menu,positive,Restaurants_Train_v2.xml
"Told us to sit anywhere, and when we sat he said the table was reserved.",table,negative,Restaurants_Train_v2.xml
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,neutral,Restaurants_Train_v2.xml
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",lox,positive,Restaurants_Train_v2.xml
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",mussels,positive,Restaurants_Train_v2.xml
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",cod,neutral,Restaurants_Train_v2.xml
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral,Restaurants_Train_v2.xml
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",dinner,neutral,Restaurants_Train_v2.xml
"The crispy chicken wasn't for us, though.",crispy chicken,negative,Restaurants_Train_v2.xml
Food is great.,Food,positive,Restaurants_Train_v2.xml
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meatballs,positive,Restaurants_Train_v2.xml
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,caprese salad,positive,Restaurants_Train_v2.xml
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,beans on toast,positive,Restaurants_Train_v2.xml
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,neutral,Restaurants_Train_v2.xml
This place is incredibly tiny.,place,negative,Restaurants_Train_v2.xml
"I didn't complain, I liked the atmosphere so much.",atmosphere,positive,Restaurants_Train_v2.xml
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,neutral,Restaurants_Train_v2.xml
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,reservations,negative,Restaurants_Train_v2.xml
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,tables,negative,Restaurants_Train_v2.xml
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,neutral,Restaurants_Train_v2.xml
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,waiting,negative,Restaurants_Train_v2.xml
"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",wine,positive,Restaurants_Train_v2.xml
"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",tapas,positive,Restaurants_Train_v2.xml
"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",pita bread,positive,Restaurants_Train_v2.xml
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",waitresses,positive,Restaurants_Train_v2.xml
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",price,positive,Restaurants_Train_v2.xml
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",service,positive,Restaurants_Train_v2.xml
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",menu,neutral,Restaurants_Train_v2.xml
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",food,neutral,Restaurants_Train_v2.xml
I've been to several places for Dim Sum and this has got to be the WORST.,Dim Sum,negative,Restaurants_Train_v2.xml
"The freshest, best variety, and the fastest delivery.",variety,positive,Restaurants_Train_v2.xml
"The freshest, best variety, and the fastest delivery.",delivery,positive,Restaurants_Train_v2.xml
Go to Volare for 1st class service and terrific food.,service,positive,Restaurants_Train_v2.xml
Go to Volare for 1st class service and terrific food.,food,positive,Restaurants_Train_v2.xml
"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",service,positive,Restaurants_Train_v2.xml
"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",seat,neutral,Restaurants_Train_v2.xml
Dinner took almost 4 hours without any lag time.,Dinner,negative,Restaurants_Train_v2.xml
The people in the restaurant were pretty obnoxious and loud.,people,negative,Restaurants_Train_v2.xml
"The sandwiches are dry, tasteless and way overpriced.",sandwiches,negative,Restaurants_Train_v2.xml
Price no more than a Jersey deli but way better.,Price,positive,Restaurants_Train_v2.xml
The fried rice is really good too.,fried rice,positive,Restaurants_Train_v2.xml
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,staff,positive,Restaurants_Train_v2.xml
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,manager,positive,Restaurants_Train_v2.xml
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,menu selections,positive,Restaurants_Train_v2.xml
Made my dining experience uncomfortable.,dining experience,negative,Restaurants_Train_v2.xml
"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",serves,negative,Restaurants_Train_v2.xml
I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,neutral,Restaurants_Train_v2.xml
"A very inviting restaurant, with friendly service.",service,positive,Restaurants_Train_v2.xml
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,positive,Restaurants_Train_v2.xml
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",personal herb garden,positive,Restaurants_Train_v2.xml
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",pastrami sandwiches,neutral,Restaurants_Train_v2.xml
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",Mexican food,neutral,Restaurants_Train_v2.xml
The drinks are always welll made and wine selection is fairly priced.,drinks,positive,Restaurants_Train_v2.xml
The drinks are always welll made and wine selection is fairly priced.,wine selection,neutral,Restaurants_Train_v2.xml
The drinks are always welll made and wine selection is fairly priced.,priced,positive,Restaurants_Train_v2.xml
We also had shared a house salad that was fresh.,house salad,positive,Restaurants_Train_v2.xml
The ceiling is amazing!,ceiling,positive,Restaurants_Train_v2.xml
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,check,neutral,Restaurants_Train_v2.xml
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,table,neutral,Restaurants_Train_v2.xml
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,glass of water,neutral,Restaurants_Train_v2.xml
Not a small feat for good french food in the area.,french food,positive,Restaurants_Train_v2.xml
"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",live music,neutral,Restaurants_Train_v2.xml
"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",space,negative,Restaurants_Train_v2.xml
"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",jazz nights,neutral,Restaurants_Train_v2.xml
Food was average but tasty.,Food,positive,Restaurants_Train_v2.xml
Big Wong gets big Ups for a fine establishment.,establishment,positive,Restaurants_Train_v2.xml
"The entree was bland and small, dessert was not inspired.",entree,negative,Restaurants_Train_v2.xml
"The entree was bland and small, dessert was not inspired.",dessert,negative,Restaurants_Train_v2.xml
The staff was the friendliest that have seen in New York.,staff,positive,Restaurants_Train_v2.xml
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,neutral,Restaurants_Train_v2.xml
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,negative,Restaurants_Train_v2.xml
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",pepper,negative,Restaurants_Train_v2.xml
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",Pad thai,conflict,Restaurants_Train_v2.xml
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",lad nar,conflict,Restaurants_Train_v2.xml
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",dishes,conflict,Restaurants_Train_v2.xml
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative,Restaurants_Train_v2.xml
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral,Restaurants_Train_v2.xml
Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive,Restaurants_Train_v2.xml
Delicious food at a great price but do not go here on a cold day and sit by the front door.,price,positive,Restaurants_Train_v2.xml
Delicious food at a great price but do not go here on a cold day and sit by the front door.,front door,neutral,Restaurants_Train_v2.xml
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",Guizhou chicken,positive,Restaurants_Train_v2.xml
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish with hot bean source,positive,Restaurants_Train_v2.xml
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish fillet in spicy source,positive,Restaurants_Train_v2.xml
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",special menu,positive,Restaurants_Train_v2.xml
"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",prices,positive,Restaurants_Train_v2.xml
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen,positive,Restaurants_Train_v2.xml
Pizza was a little soggy.,Pizza,negative,Restaurants_Train_v2.xml
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive,Restaurants_Train_v2.xml
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",bhelpuri,positive,Restaurants_Train_v2.xml
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",sevpuri,positive,Restaurants_Train_v2.xml
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",samosa chaats,positive,Restaurants_Train_v2.xml
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",indian appetizers,positive,Restaurants_Train_v2.xml
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",bombay style chaat,positive,Restaurants_Train_v2.xml
The Singapore Mai Fun had NO curry flavor whatsoever.,Singapore Mai Fun,negative,Restaurants_Train_v2.xml
The Singapore Mai Fun had NO curry flavor whatsoever.,curry flavor,negative,Restaurants_Train_v2.xml
The only problem is that the manager is a complete incompetent.,manager,negative,Restaurants_Train_v2.xml
The wine list is interesting and has many good values.,wine list,positive,Restaurants_Train_v2.xml
I'm still mad that i had to pay for lousy food.,food,negative,Restaurants_Train_v2.xml
This restaurant used to be our regular Thursday night dinner location.,dinner location,neutral,Restaurants_Train_v2.xml
Definite go if you're used to good Indian restaurant food from abroad.,Indian restaurant food,positive,Restaurants_Train_v2.xml
"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",AT MOSHPHERE,positive,Restaurants_Train_v2.xml
"By far, the best pizza in Manhattan.",pizza,positive,Restaurants_Train_v2.xml
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",Thai food,positive,Restaurants_Train_v2.xml
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",service,negative,Restaurants_Train_v2.xml
The waiter actually poured water on my hand and walked away.,waiter,negative,Restaurants_Train_v2.xml
The waiter actually poured water on my hand and walked away.,water,neutral,Restaurants_Train_v2.xml
"The food is mostly made from scratch, fresh and well prepared.",food,positive,Restaurants_Train_v2.xml
"Worse of all, $60 was erroneously added to our $80 bill.",bill,negative,Restaurants_Train_v2.xml
"NO more reservations, expensive tips and annoying stuff.",reservations,positive,Restaurants_Train_v2.xml
"NO more reservations, expensive tips and annoying stuff.",tips,positive,Restaurants_Train_v2.xml
"NO more reservations, expensive tips and annoying stuff.",stuff,positive,Restaurants_Train_v2.xml
Try the sea bass.,sea bass,positive,Restaurants_Train_v2.xml
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi,positive,Restaurants_Train_v2.xml
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi places,positive,Restaurants_Train_v2.xml
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,quality,positive,Restaurants_Train_v2.xml
Sushi wasn't anything spectacular for the price.,Sushi,neutral,Restaurants_Train_v2.xml
Sushi wasn't anything spectacular for the price.,price,negative,Restaurants_Train_v2.xml
"During our meal, the management came over and checked on us and even bought us a round of drinks.",management,positive,Restaurants_Train_v2.xml
"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,Restaurants_Train_v2.xml
"During our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral,Restaurants_Train_v2.xml
"But they don't have a toaster, which is strange.",toaster,negative,Restaurants_Train_v2.xml
"So, for good food i'd recommend it, but not for a fun night out.",food,positive,Restaurants_Train_v2.xml
The menu choices are similar but the taste lacked more flavor than it looked.,taste,negative,Restaurants_Train_v2.xml
The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,neutral,Restaurants_Train_v2.xml
The menu choices are similar but the taste lacked more flavor than it looked.,flavor,negative,Restaurants_Train_v2.xml
A must for all the Dosa lovers.,Dosa,positive,Restaurants_Train_v2.xml
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,positive,Restaurants_Train_v2.xml
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,Restaurants_Train_v2.xml
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",entree,neutral,Restaurants_Train_v2.xml
The appetizers are just OK and the main courses were decidedly subpar.,appetizers,neutral,Restaurants_Train_v2.xml
The appetizers are just OK and the main courses were decidedly subpar.,main courses,negative,Restaurants_Train_v2.xml
Someone else recommended the dessert - we also left that.,dessert,negative,Restaurants_Train_v2.xml
The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,positive,Restaurants_Train_v2.xml
The staff is very attentive and we can almost always get a table.,staff,positive,Restaurants_Train_v2.xml
The staff is very attentive and we can almost always get a table.,table,positive,Restaurants_Train_v2.xml
"Try the mediterranean salad, it is a true experience for your taste buds!!",mediterranean salad,positive,Restaurants_Train_v2.xml
People are always friendly.,People,positive,Restaurants_Train_v2.xml
The cream cheeses are out of this world and I love that coffee!!,cream cheeses,positive,Restaurants_Train_v2.xml
The cream cheeses are out of this world and I love that coffee!!,coffee,positive,Restaurants_Train_v2.xml
"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",entrees,positive,Restaurants_Train_v2.xml
"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",sides,positive,Restaurants_Train_v2.xml
"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",drinks,positive,Restaurants_Train_v2.xml
Service was prompt and courteous.,Service,positive,Restaurants_Train_v2.xml
It was not above ordinary and the beef version had cheap (undercooked) beef.,beef version,negative,Restaurants_Train_v2.xml
It was not above ordinary and the beef version had cheap (undercooked) beef.,beef,negative,Restaurants_Train_v2.xml
"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",decor,positive,Restaurants_Train_v2.xml
"It was nice and fresh, but I can't give it high scores on being authentic thai.",thai,negative,Restaurants_Train_v2.xml
"Got club soda, filled with ice, no lime.","club soda, filled with ice, no lime",neutral,Restaurants_Train_v2.xml
"Only wine and beer are served, but the house varities are actually quite good.",wine,neutral,Restaurants_Train_v2.xml
"Only wine and beer are served, but the house varities are actually quite good.",beer,neutral,Restaurants_Train_v2.xml
"Only wine and beer are served, but the house varities are actually quite good.",house varities,positive,Restaurants_Train_v2.xml
"Only wine and beer are served, but the house varities are actually quite good.",served,negative,Restaurants_Train_v2.xml
This place must have cost the owners afortune to build.,owners,neutral,Restaurants_Train_v2.xml
This place must have cost the owners afortune to build.,cost,negative,Restaurants_Train_v2.xml
"Oh, and the complimentary pudding dessert was just enough- yummy!",pudding dessert,positive,Restaurants_Train_v2.xml
we split a tasty vegetable samosa and the malai tikka wrap.,vegetable samosa,positive,Restaurants_Train_v2.xml
we split a tasty vegetable samosa and the malai tikka wrap.,malai tikka wrap,positive,Restaurants_Train_v2.xml
Knowledge of the chef and the waitress are below average.,chef,negative,Restaurants_Train_v2.xml
Knowledge of the chef and the waitress are below average.,waitress,negative,Restaurants_Train_v2.xml
We were walking around the village and went into this place just for some drinks.,drinks,neutral,Restaurants_Train_v2.xml
Decent wine selection too.,wine selection,positive,Restaurants_Train_v2.xml
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",bar,negative,Restaurants_Train_v2.xml
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",waiting,negative,Restaurants_Train_v2.xml
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",table,negative,Restaurants_Train_v2.xml
I have to say I have never had a disapointing meal here.,meal,positive,Restaurants_Train_v2.xml
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,positive,Restaurants_Train_v2.xml
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,positive,Restaurants_Train_v2.xml
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,negative,Restaurants_Train_v2.xml
"Disappointing food, lousy service.",food,negative,Restaurants_Train_v2.xml
"Disappointing food, lousy service.",service,negative,Restaurants_Train_v2.xml
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,positive,Restaurants_Train_v2.xml
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",service,positive,Restaurants_Train_v2.xml
great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,positive,Restaurants_Train_v2.xml
great place to go for a drink too because they have 100 kinds of beer.,drink,neutral,Restaurants_Train_v2.xml
"Over price, and small portions .",price,negative,Restaurants_Train_v2.xml
"Over price, and small portions .",portions,negative,Restaurants_Train_v2.xml
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",bartender,positive,Restaurants_Train_v2.xml
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,Restaurants_Train_v2.xml
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",turnip soup with pureed basil,positive,Restaurants_Train_v2.xml
The food was well prepared and the service impecable.,food,positive,Restaurants_Train_v2.xml
The food was well prepared and the service impecable.,service,positive,Restaurants_Train_v2.xml
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,Restaurants_Train_v2.xml
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",Thai spiced curry noodles with shrimp,positive,Restaurants_Train_v2.xml
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,Restaurants_Train_v2.xml
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",cost,positive,Restaurants_Train_v2.xml
"Good, dark atmosphere and the music is a nice touch.",atmosphere,positive,Restaurants_Train_v2.xml
"Good, dark atmosphere and the music is a nice touch.",music,positive,Restaurants_Train_v2.xml
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portions,negative,Restaurants_Train_v2.xml
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portion,positive,Restaurants_Train_v2.xml
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative,Restaurants_Train_v2.xml
But the thai is definitely not great -- bland and indistinguished.,thai,negative,Restaurants_Train_v2.xml
"Great for groups, great for a date, great for early brunch or a nightcap.",brunch,positive,Restaurants_Train_v2.xml
"Great for groups, great for a date, great for early brunch or a nightcap.",nightcap,positive,Restaurants_Train_v2.xml
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food suggestions,positive,Restaurants_Train_v2.xml
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,server,positive,Restaurants_Train_v2.xml
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,sommelier,positive,Restaurants_Train_v2.xml
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,fromager,positive,Restaurants_Train_v2.xml
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral,Restaurants_Train_v2.xml
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,cheese,neutral,Restaurants_Train_v2.xml
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",back garden,positive,Restaurants_Train_v2.xml
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",reservation,negative,Restaurants_Train_v2.xml
Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,Restaurants_Train_v2.xml
While the food was good (certainly no Il Mulino) the service was horrendous.,food,positive,Restaurants_Train_v2.xml
While the food was good (certainly no Il Mulino) the service was horrendous.,service,negative,Restaurants_Train_v2.xml
Service is not what one would expect from a joint in this price category.,Service,negative,Restaurants_Train_v2.xml
Service is not what one would expect from a joint in this price category.,price category,negative,Restaurants_Train_v2.xml
Our family never expected such incredible entertainment in a restaurant.,entertainment,positive,Restaurants_Train_v2.xml
i would recommend reservations on weekends though.,reservations,neutral,Restaurants_Train_v2.xml
Great pizza for lunch place.,pizza,positive,Restaurants_Train_v2.xml
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,conflict,Restaurants_Train_v2.xml
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,lunch,negative,Restaurants_Train_v2.xml
We were a group of 8 and well seved.,seved,positive,Restaurants_Train_v2.xml
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,positive,Restaurants_Train_v2.xml
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,positive,Restaurants_Train_v2.xml
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,Restaurants_Train_v2.xml
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,positive,Restaurants_Train_v2.xml
"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",scallop roll,positive,Restaurants_Train_v2.xml
"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",sesame chicken,positive,Restaurants_Train_v2.xml
"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,neutral,Restaurants_Train_v2.xml
I noted it was crossed off on the bill.,bill,neutral,Restaurants_Train_v2.xml
Best dish is nori-wrapped tuna.,nori-wrapped tuna,positive,Restaurants_Train_v2.xml
Best dish is nori-wrapped tuna.,dish,positive,Restaurants_Train_v2.xml
The food was absolutely amazing!!,food,positive,Restaurants_Train_v2.xml
Some servers make you feel like they are doing you a favor to bring you the food.,servers,negative,Restaurants_Train_v2.xml
Some servers make you feel like they are doing you a favor to bring you the food.,food,neutral,Restaurants_Train_v2.xml
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,Restaurants_Train_v2.xml
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,Restaurants_Train_v2.xml
Mermaid Inn is an overall good restaurant with really good seafood.,seafood,positive,Restaurants_Train_v2.xml
The staff is also attentive and friendly.,staff,positive,Restaurants_Train_v2.xml
The all you can eat deal is truly amazing here.,all you can eat deal,positive,Restaurants_Train_v2.xml
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dish,negative,Restaurants_Train_v2.xml
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",taste,neutral,Restaurants_Train_v2.xml
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,negative,Restaurants_Train_v2.xml
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,negative,Restaurants_Train_v2.xml
All of the pizzas are terrific and the price is even better!,pizzas,positive,Restaurants_Train_v2.xml
All of the pizzas are terrific and the price is even better!,price,positive,Restaurants_Train_v2.xml
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,negative,Restaurants_Train_v2.xml
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Ambiance,negative,Restaurants_Train_v2.xml
The food was good too.,food,positive,Restaurants_Train_v2.xml
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,negative,Restaurants_Train_v2.xml
The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,positive,Restaurants_Train_v2.xml
