sentence,aspect_term,sentiment,source_file
Jimmy's is hands down the hottest night spot in the Bronx.,spot,positive,data/semeval_2014_absa.csv
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,negative,data/semeval_2014_absa.csv
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,delivery,negative,data/semeval_2014_absa.csv
"The $300 bill was a bit steep, but the experience was great.",bill,negative,data/semeval_2014_absa.csv
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bar,positive,data/semeval_2014_absa.csv
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bartender,positive,data/semeval_2014_absa.csv
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,positive,data/semeval_2014_absa.csv
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",ambiance,positive,data/semeval_2014_absa.csv
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",calamari,positive,data/semeval_2014_absa.csv
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,positive,data/semeval_2014_absa.csv
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,positive,data/semeval_2014_absa.csv
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,positive,data/semeval_2014_absa.csv
Simple comfort food and what hot and lage portions.,comfort food,positive,data/semeval_2014_absa.csv
Simple comfort food and what hot and lage portions.,portions,positive,data/semeval_2014_absa.csv
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,negative,data/semeval_2014_absa.csv
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,neutral,data/semeval_2014_absa.csv
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,negative,data/semeval_2014_absa.csv
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative,data/semeval_2014_absa.csv
We didn't get drink refills and she didn't even offer us the option of dessert.,drink refills,negative,data/semeval_2014_absa.csv
We didn't get drink refills and she didn't even offer us the option of dessert.,dessert,neutral,data/semeval_2014_absa.csv
The bagels are also reasonably priced for NYC.,bagels,positive,data/semeval_2014_absa.csv
The bagels are also reasonably priced for NYC.,priced,positive,data/semeval_2014_absa.csv
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,positive,data/semeval_2014_absa.csv
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,positive,data/semeval_2014_absa.csv
Decor leaves something to be desired.,Decor,negative,data/semeval_2014_absa.csv
"Also, specify if you like your food spicy- its rather bland if you don't.",food,neutral,data/semeval_2014_absa.csv
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,positive,data/semeval_2014_absa.csv
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,positive,data/semeval_2014_absa.csv
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",prices,negative,data/semeval_2014_absa.csv
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,negative,data/semeval_2014_absa.csv
Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),toppings,positive,data/semeval_2014_absa.csv
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",place,positive,data/semeval_2014_absa.csv
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",Meal,positive,data/semeval_2014_absa.csv
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",LOBSTER TAILS,positive,data/semeval_2014_absa.csv
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",espresso cup filled with chocolate mousse,positive,data/semeval_2014_absa.csv
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,negative,data/semeval_2014_absa.csv
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Pho,positive,data/semeval_2014_absa.csv
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Lemon grass chicken,positive,data/semeval_2014_absa.csv
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Beef Cube on rice,positive,data/semeval_2014_absa.csv
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",portraits,positive,data/semeval_2014_absa.csv
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",food,positive,data/semeval_2014_absa.csv
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",appitizers,positive,data/semeval_2014_absa.csv
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",main course,positive,data/semeval_2014_absa.csv
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",desserts,positive,data/semeval_2014_absa.csv
My fish was delicious in an incredible curry sauce.,fish,positive,data/semeval_2014_absa.csv
My fish was delicious in an incredible curry sauce.,curry sauce,positive,data/semeval_2014_absa.csv
If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,deli,positive,data/semeval_2014_absa.csv
"Even upon delivery, their juicy pork buns are quite good . .",pork buns,positive,data/semeval_2014_absa.csv
"Average to good Thai food, but terrible delivery.",Thai food,positive,data/semeval_2014_absa.csv
"Average to good Thai food, but terrible delivery.",delivery,negative,data/semeval_2014_absa.csv
The space is nice but when we order our drink we were in for a surprise.,space,positive,data/semeval_2014_absa.csv
The space is nice but when we order our drink we were in for a surprise.,drink,negative,data/semeval_2014_absa.csv
The entire place and the treatment we received felt as a conveyor belt.,place,negative,data/semeval_2014_absa.csv
Joe's Pizza used to have the best slice until this pizzeria opened up.,slice,positive,data/semeval_2014_absa.csv
And they provided a delicious dessert on the house!,dessert,positive,data/semeval_2014_absa.csv
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",reservation,negative,data/semeval_2014_absa.csv
"The food is amazing, rich pastas and fresh doughy pizza.",food,positive,data/semeval_2014_absa.csv
"The food is amazing, rich pastas and fresh doughy pizza.",pastas,positive,data/semeval_2014_absa.csv
"The food is amazing, rich pastas and fresh doughy pizza.",pizza,positive,data/semeval_2014_absa.csv
"Food was very good, but not what I would consider out of this world.",Food,positive,data/semeval_2014_absa.csv
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,positive,data/semeval_2014_absa.csv
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Maine Lobster,positive,data/semeval_2014_absa.csv
"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,positive,data/semeval_2014_absa.csv
"Try the Pad Thai, it's fabulous and their prices are so cheap!",prices,positive,data/semeval_2014_absa.csv
Food is great and inexpensive.,Food,positive,data/semeval_2014_absa.csv
The price very reasonable.,price,positive,data/semeval_2014_absa.csv
"Dessert - can't be missed, so save room!!!",Dessert,positive,data/semeval_2014_absa.csv
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,positive,data/semeval_2014_absa.csv
Ingredients are organic which is a real plus for me.,Ingredients,positive,data/semeval_2014_absa.csv
It was so bad I actually refused to pay for my food.,food,negative,data/semeval_2014_absa.csv
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,cuisine,positive,data/semeval_2014_absa.csv
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,prices,positive,data/semeval_2014_absa.csv
"The staff was very attentive, the ambience lovely, and the food superb.",staff,positive,data/semeval_2014_absa.csv
"The staff was very attentive, the ambience lovely, and the food superb.",ambience,positive,data/semeval_2014_absa.csv
"The staff was very attentive, the ambience lovely, and the food superb.",food,positive,data/semeval_2014_absa.csv
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",ingrediants,positive,data/semeval_2014_absa.csv
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",cuisine,positive,data/semeval_2014_absa.csv
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,positive,data/semeval_2014_absa.csv
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,positive,data/semeval_2014_absa.csv
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,positive,data/semeval_2014_absa.csv
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,positive,data/semeval_2014_absa.csv
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,positive,data/semeval_2014_absa.csv
"The waiters are sweet, the food is tasty and the bill is never too large.",waiters,positive,data/semeval_2014_absa.csv
"The waiters are sweet, the food is tasty and the bill is never too large.",food,positive,data/semeval_2014_absa.csv
"The waiters are sweet, the food is tasty and the bill is never too large.",bill,positive,data/semeval_2014_absa.csv
"The service was superb, they treat you like family.",service,positive,data/semeval_2014_absa.csv
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,positive,data/semeval_2014_absa.csv
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,positive,data/semeval_2014_absa.csv
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,positive,data/semeval_2014_absa.csv
"The menu may be small, but everything on it is delicious.",menu,negative,data/semeval_2014_absa.csv
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,rice,negative,data/semeval_2014_absa.csv
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,negative,data/semeval_2014_absa.csv
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",chocolate cake,conflict,data/semeval_2014_absa.csv
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",vanilla gelato (with espresso),conflict,data/semeval_2014_absa.csv
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",dessert,conflict,data/semeval_2014_absa.csv
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",surroundings,positive,data/semeval_2014_absa.csv
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",dining rooms,neutral,data/semeval_2014_absa.csv
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,reservation,neutral,data/semeval_2014_absa.csv
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,positive,data/semeval_2014_absa.csv
We arrived on time for our reservation and seated promptly.The,reservation,positive,data/semeval_2014_absa.csv
"I would definitely go back for a very special occasion, but not for regular fine dining.",dining,neutral,data/semeval_2014_absa.csv
"The well mannered, pleasant staff that Tony has in his employ.",staff,positive,data/semeval_2014_absa.csv
The flavors robust and subtle.,flavors,positive,data/semeval_2014_absa.csv
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",oysters,positive,data/semeval_2014_absa.csv
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",quality,positive,data/semeval_2014_absa.csv
"I would never wait for a table to eat, it just is not THAT great.",table,neutral,data/semeval_2014_absa.csv
"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,positive,data/semeval_2014_absa.csv
The counter service is bad.,counter service,negative,data/semeval_2014_absa.csv
"Service here was great, food was fantastic.",Service,positive,data/semeval_2014_absa.csv
"Service here was great, food was fantastic.",food,positive,data/semeval_2014_absa.csv
"This is such a lovely, peaceful place to eat outside.",place,positive,data/semeval_2014_absa.csv
The sauce is delicious and the crust is perfect.,sauce,positive,data/semeval_2014_absa.csv
The sauce is delicious and the crust is perfect.,crust,positive,data/semeval_2014_absa.csv
Since my first dinner I have had the chance to have brunch at Orsay 3x.,dinner,neutral,data/semeval_2014_absa.csv
Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral,data/semeval_2014_absa.csv
"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",decore,negative,data/semeval_2014_absa.csv
"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",food,neutral,data/semeval_2014_absa.csv
They have some great entrees here as well.,entrees,positive,data/semeval_2014_absa.csv
The service is not consistently excellent -- just decent.,service,neutral,data/semeval_2014_absa.csv
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive,data/semeval_2014_absa.csv
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",served,neutral,data/semeval_2014_absa.csv
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",portions,positive,data/semeval_2014_absa.csv
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",dish,positive,data/semeval_2014_absa.csv
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive,data/semeval_2014_absa.csv
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,mango chicken,positive,data/semeval_2014_absa.csv
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,presentation,positive,data/semeval_2014_absa.csv
I care more about the food and ambience.,food,neutral,data/semeval_2014_absa.csv
I care more about the food and ambience.,ambience,neutral,data/semeval_2014_absa.csv
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative,data/semeval_2014_absa.csv
The service is fantastic.,service,positive,data/semeval_2014_absa.csv
The garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,positive,data/semeval_2014_absa.csv
Food and service was okay.,Food,neutral,data/semeval_2014_absa.csv
Food and service was okay.,service,neutral,data/semeval_2014_absa.csv
The lamb meat was under-cooked and EXTRMELY CHEWY.,lamb meat,negative,data/semeval_2014_absa.csv
The best pad thai i've ever had.,pad thai,positive,data/semeval_2014_absa.csv
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food quality,negative,data/semeval_2014_absa.csv
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative,data/semeval_2014_absa.csv
Great pizza and fantastic service.,pizza,positive,data/semeval_2014_absa.csv
Great pizza and fantastic service.,service,positive,data/semeval_2014_absa.csv
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative,data/semeval_2014_absa.csv
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,red wine,neutral,data/semeval_2014_absa.csv
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,hot tea,neutral,data/semeval_2014_absa.csv
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,outside,neutral,data/semeval_2014_absa.csv
i would just ask for no oil next time.,oil,negative,data/semeval_2014_absa.csv
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",place,positive,data/semeval_2014_absa.csv
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",food,negative,data/semeval_2014_absa.csv
I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,neutral,data/semeval_2014_absa.csv
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",wine list,negative,data/semeval_2014_absa.csv
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",desserts,negative,data/semeval_2014_absa.csv
I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,data/semeval_2014_absa.csv
Their coffee is quite good too!,coffee,positive,data/semeval_2014_absa.csv
"great wine list (italian), good food, service was INITIALLY fine.",wine list,positive,data/semeval_2014_absa.csv
"great wine list (italian), good food, service was INITIALLY fine.",food,positive,data/semeval_2014_absa.csv
"great wine list (italian), good food, service was INITIALLY fine.",service,conflict,data/semeval_2014_absa.csv
"Despite the fact that the space is large, they've overcrowded the floor with tables.",space,positive,data/semeval_2014_absa.csv
"Despite the fact that the space is large, they've overcrowded the floor with tables.",tables,negative,data/semeval_2014_absa.csv
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",service,conflict,data/semeval_2014_absa.csv
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",waitresses,conflict,data/semeval_2014_absa.csv
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",place,negative,data/semeval_2014_absa.csv
I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral,data/semeval_2014_absa.csv
"Normally that would be improper, however they were all delicious and my host did not complain.",host,neutral,data/semeval_2014_absa.csv
Taxan delicious!,Taxan,positive,data/semeval_2014_absa.csv
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",sandwiches,negative,data/semeval_2014_absa.csv
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",price,positive,data/semeval_2014_absa.csv
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",portion,positive,data/semeval_2014_absa.csv
"Southern Indian cuisine is still there, too.",Southern Indian cuisine,neutral,data/semeval_2014_absa.csv
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,positive,data/semeval_2014_absa.csv
They couldn't even make a salad that was appealing.,salad,negative,data/semeval_2014_absa.csv
For two people with tip was less than $25 bucks.,tip,neutral,data/semeval_2014_absa.csv
Killer Sushi!,Sushi,positive,data/semeval_2014_absa.csv
Of course the reason its so packed is because the food is so delicious!,food,positive,data/semeval_2014_absa.csv
"Staffs are not that friendly, but the taste covers all.",Staffs,negative,data/semeval_2014_absa.csv
"Staffs are not that friendly, but the taste covers all.",taste,positive,data/semeval_2014_absa.csv
The jukebox plays everything from Italian Opera to The Strokes.,jukebox,positive,data/semeval_2014_absa.csv
Plus they made a perfect martini.,martini,positive,data/semeval_2014_absa.csv
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,food,neutral,data/semeval_2014_absa.csv
"I've eaten thai many times, and am very familiar with the cuisine.",cuisine,neutral,data/semeval_2014_absa.csv
The waiter was attentive.,waiter,positive,data/semeval_2014_absa.csv
Their Margarita is best I've had since I've returned from Naples!,Margarita,positive,data/semeval_2014_absa.csv
The tastes makes your mouth water for more.,tastes,positive,data/semeval_2014_absa.csv
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",sake list,positive,data/semeval_2014_absa.csv
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",Purple Haze,conflict,data/semeval_2014_absa.csv
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,negative,data/semeval_2014_absa.csv
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,neutral,data/semeval_2014_absa.csv
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,negative,data/semeval_2014_absa.csv
The food was actually aweful.,food,negative,data/semeval_2014_absa.csv
They are served with a free appetizer and the portions are perfect for lunch.,appetizer,positive,data/semeval_2014_absa.csv
They are served with a free appetizer and the portions are perfect for lunch.,portions,positive,data/semeval_2014_absa.csv
They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,data/semeval_2014_absa.csv
They are served with a free appetizer and the portions are perfect for lunch.,lunch,neutral,data/semeval_2014_absa.csv
There is actually space to breathe and the decor sets the tone for an intimate dinner.,space,positive,data/semeval_2014_absa.csv
There is actually space to breathe and the decor sets the tone for an intimate dinner.,decor,positive,data/semeval_2014_absa.csv
There is actually space to breathe and the decor sets the tone for an intimate dinner.,dinner,neutral,data/semeval_2014_absa.csv
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,positive,data/semeval_2014_absa.csv
"My husband and I both ordered the Steak, medium.",Steak,neutral,data/semeval_2014_absa.csv
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,data/semeval_2014_absa.csv
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,negative,data/semeval_2014_absa.csv
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",seasoning,negative,data/semeval_2014_absa.csv
This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,sushi,positive,data/semeval_2014_absa.csv
This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,menu,positive,data/semeval_2014_absa.csv
This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,Japanese classic cuisine,positive,data/semeval_2014_absa.csv
The sushi is average and the prices are anything but.,sushi,neutral,data/semeval_2014_absa.csv
The sushi is average and the prices are anything but.,prices,neutral,data/semeval_2014_absa.csv
"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",spinach,positive,data/semeval_2014_absa.csv
"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",Shanghai low mein,positive,data/semeval_2014_absa.csv
Owner must have coem on this website to give himself credit.,Owner,neutral,data/semeval_2014_absa.csv
Turned out there was full service upstairs and sat down.,service,positive,data/semeval_2014_absa.csv
Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral,data/semeval_2014_absa.csv
If you have a dumpling fetish i suggest you try some here!,dumpling,positive,data/semeval_2014_absa.csv
"Three page wine menu, one page entree and horedevous.",wine menu,positive,data/semeval_2014_absa.csv
"Three page wine menu, one page entree and horedevous.",entree,positive,data/semeval_2014_absa.csv
"Three page wine menu, one page entree and horedevous.",horedevous,positive,data/semeval_2014_absa.csv
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food,positive,data/semeval_2014_absa.csv
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",owner,positive,data/semeval_2014_absa.csv
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,waiters,negative,data/semeval_2014_absa.csv
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,owners,negative,data/semeval_2014_absa.csv
And the food was fantastic.,food,positive,data/semeval_2014_absa.csv
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",drink,neutral,data/semeval_2014_absa.csv
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",hong-kong styled milk,positive,data/semeval_2014_absa.csv
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",tea with tapioca pearls (hot),positive,data/semeval_2014_absa.csv
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",chef,neutral,data/semeval_2014_absa.csv
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral,data/semeval_2014_absa.csv
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Fatty Yellow Tail,neutral,data/semeval_2014_absa.csv
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Boton Shrimp,neutral,data/semeval_2014_absa.csv
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Eel,neutral,data/semeval_2014_absa.csv
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,data/semeval_2014_absa.csv
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral,data/semeval_2014_absa.csv
"They're also friendlier here, especially the owner, Kenny.",owner,positive,data/semeval_2014_absa.csv
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",room,negative,data/semeval_2014_absa.csv
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",plate,positive,data/semeval_2014_absa.csv
I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,waterbugs,negative,data/semeval_2014_absa.csv
Winnie and her staff are the best crew you can find serving you.,crew,positive,data/semeval_2014_absa.csv
Winnie and her staff are the best crew you can find serving you.,staff,positive,data/semeval_2014_absa.csv
Winnie and her staff are the best crew you can find serving you.,serving,positive,data/semeval_2014_absa.csv
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambiance,positive,data/semeval_2014_absa.csv
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,negative,data/semeval_2014_absa.csv
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",dishes,positive,data/semeval_2014_absa.csv
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",eggplant parmesan,positive,data/semeval_2014_absa.csv
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",veal in carozza chicken saltimbocca,positive,data/semeval_2014_absa.csv
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",host,neutral,data/semeval_2014_absa.csv
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",appetizers,neutral,data/semeval_2014_absa.csv
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",waiter,neutral,data/semeval_2014_absa.csv
You can even get packages of the chutneys to stock your fridge!,chutneys,positive,data/semeval_2014_absa.csv
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,bar,positive,data/semeval_2014_absa.csv
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,mixed drink special,positive,data/semeval_2014_absa.csv
"If it isn't for the food (A+++), it must be the service or the ambience.",food,positive,data/semeval_2014_absa.csv
"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive,data/semeval_2014_absa.csv
"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,positive,data/semeval_2014_absa.csv
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,negative,data/semeval_2014_absa.csv
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,negative,data/semeval_2014_absa.csv
"I like the ambience, it's very dark and original.",ambience,positive,data/semeval_2014_absa.csv
"Overall, not worth the money.",money,negative,data/semeval_2014_absa.csv
This place is not worth the prices.,prices,negative,data/semeval_2014_absa.csv
We left after one drink.,drink,neutral,data/semeval_2014_absa.csv
Pick a bagel has the best bagels in the city.,bagels,positive,data/semeval_2014_absa.csv
"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",atmosphere,conflict,data/semeval_2014_absa.csv
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative,data/semeval_2014_absa.csv
